No,구분,대분류,중분류,"소분류
(작업 기준)","작업
등급",재해유형,세부 위험요인,"위험
등급",위험성 감소 대책,"위험
등급"
121,SKO,기지국/통합국/교환사옥,실외,중장비(중량물)작업(차량계건설기계 사용),S등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
122,SKO,기지국/통합국/교환사옥,실외,중장비(중량물)작업(차량계건설기계 사용),S등급,깔림,작업자간 소통 오류에 따른 재해발생 위험,C1,"장비 이동시 후방 확인 및 신호수 배치 (작업공간 확보, 작업안내판 설치, 라바콘 설치)",C1
123,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,깔림,작업자 흙더미에 깔릴 위험,C2,흙더비 경사각 유지 및 보양 조치,C1
124,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,부딪힘,작업자 굴착기 등에 부딪힐 위험,C3,신호수 배치 후 작업,C1
125,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,깔림,지반 침하 등 중장비 넘어짐에 작업자 협착 위험,C3,작업전 지반 조사 및 작업 시 아웃트리거 설치 후 작업,C1
126,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,교통사고,장비 도로 점유 중 운행 차량과 추돌 위험,C3,"안전구역 설정(전방 안전표시판, 라바콘 설치) 및 신호수 배치",C1
127,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,부딪힘,장비 작업 반경 내 작업자 또는 보행자 충돌/협착 위험,C2,신호수 배치/차량작업공간 확보/작업안내판 설치/차량고임목 설치,C1
128,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,부딪힘,작업자간 소통 오류에 따른 재해발생 위험,C1,"장비 이동시 후방 확인 및 신호수 배치 (작업공간 확보, 작업안내판 설치, 라바콘 설치)",C1
129,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
130,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
131,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
132,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,부딪힘,시민등 작업구간내 출입으로 인한 충돌 위험,C1,"안전구역 설정(전방 안전표시판, 라바콘 설치) 및 신호수 배치",C1
133,SKO,기지국/통합국/교환사옥/선로,실외,중장비(중량물)작업(압입 및 광관로/굴착),S등급,떨어짐,시민등 작업구간내 출입으로 떨어질 위험,C1,"안전구역 설정(전방 안전표시판, 라바콘 설치) 및 신호수 배치",C1
134,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,부딪힘,도로변 고소차 주정차 시 충돌 위험,C3,작업차량 전방에 공사안내표지판 및 라바콘 설치,C1
135,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,부딪힘,도로변 고소차 주정차 시 충돌 위험,C3,신호수 배치 또는 에어로봇 설치로 차량 서행 유도,C1
136,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,부딪힘,경사구간 작업시 차량미끌림으로 인한 충돌 위험,C3,차량 주차후 사이드 브레이크 작동 및 고임목 설치,C1
137,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,부딪힘,경사구간 작업시 차량미끌림으로 인한 충돌 위험,C2,"바퀴방향 오른쪽으로 돌린 후 주,정차(정방향 주행시)",C1
138,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,교통사고,맨홀작업전 작업장 주변 교통사고 발생,C3,신호수 배치 및 전방(도로 상황별 안전거리 확보) 안전 시설물등 설치로 교통사고 방호조치,C1
139,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,끼임,맨홀 덮개 개/폐시 덮개에 의한 협착위험,C3,맨홀 덮개 개폐시 전용 공구 이용하여 2인 1조 작업,C1
140,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,끼임,맨홀 덮개 개/폐시 덮개에 의한 협착위험,C3,고임장치 없이 손이나 발이 덮개하부에 놓이지 않도록 관리 철저,C1
141,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,떨어짐,맨홀 덮개 개방 시 작업자 및 보행자 떨어짐,C3,"출입금지 표지판 설치 및 라바콘,콘 걸이대 이용 출입 금지구역 설정 후 작업",C1
142,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격게 질환 발생,C3,작업전 충분한 스트레칭 및 TBM 실시,C1
143,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,교통사고,배수시 처리 불량(동절기 결빙)으로 인한 교통 사고 발생,C3,양수기 호수 연장 우수관에 직접 배출,C1
144,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,"유해가스 농도 기준 준수 후 작업 진행
 - 산소(O2) :18% 이상, 23.5% 미만, 황화수소(H2S) : 10ppm 이하
 - 일산화탄소(CO) : 30ppm 미만, 가연성가스(메탄 등) :10% 미만
 - 이산화탄소(CO2) :1.5% 미만",C1
145,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,밀폐공간 내부 작업자는 반드시 가스농도 주기적 측정 후 양호 시 작업 실시,C1
146,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,비상시 대비하여 휴대용 산소공급기 지급하여 비치 ,C1
147,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,휴대용 환기장치(배풍기)사용하여 맨홀 작업 전 환기 실시,C1
148,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,감전,공동구 케이블트레이 누설 전류에 의한 감전 사고 발생,C3,"검전기 활용 누설전류 측정 후 작업, 활선 경보기 착용",C1
149,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,부딪힘,어두운 공동구 작업 중 돌출물에 의한 충돌 위험,C2,작업 중 조도 확보 및 돌출물 사전 확인,C1
150,SKO,선로,실외,밀폐공간 작업(깊이 2.5m 이상 맨홀),S등급,부딪힘,공동구 작업 중 돌출물에 의한 충돌 위험,C3,비상 사태 대비 조명 지급 및 무전기 지급 신호 연락 철저,C1
151,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,부딪힘,도로변 고소차 주정차 시 충돌 위험,C3,작업차량 전방에 공사안내표지판 및 라바콘 설치,C1
152,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,부딪힘,도로변 고소차 주정차 시 충돌 위험,C3,신호수 배치 또는 에어로봇 설치로 차량 서행 유도,C1
153,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,교통사고,맨홀작업전 작업장 주변 교통사고 발생,C3,신호수 배치 및 전방(도로 상황별 안전거리 확보) 안전 시설물등 설치로 교통사고 방호조치,C1
154,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,끼임,맨홀 덮개 개/폐시 덮개에 의한 협착위험,C3,맨홀 덮개 개폐시 전용 공구 이용하여 2인 1조 작업,C1
155,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,끼임,맨홀 덮개 개/폐시 덮개에 의한 협착위험,C3,고임장치 없이 손이나 발이 덮개하부에 놓이지 않도록 관리 철저,C1
156,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,떨어짐,맨홀 덮개 개방 시 작업자 및 보행자 떨어짐,C3,"출입금지 표지판 설치 및 라바콘,콘 걸이대 이용 출입 금지구역 설정 후 작업",C1
157,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격게 질환 발생,C3,작업전 충분한 스트레칭 및 TBM 실시,C1
158,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,교통사고,배수시 처리 불량(동절기 결빙)으로 인한 교통 사고 발생,C3,양수기 호수 연장 우수관에 직접 배출,C1
159,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,"유해가스 농도 기준 준수 후 작업 진행
 - 산소(O2) :18% 이상, 23.5% 미만, 황화수소(H2S) : 10ppm 이하
 - 일산화탄소(CO) : 30ppm 미만, 가연성가스(메탄 등) :10% 미만
 - 이산화탄소(CO2) :1.5% 미만",C1
160,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,밀폐공간 내부 작업자는 반드시 가스농도 주기적 측정 후 양호 시 작업 실시,C1
161,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,비상시 대비하여 휴대용 산소공급기 지급하여 비치 ,C1
162,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,산소결핍,밀폐공간 작업 시 질식 위험,C3,휴대용 환기장치(배풍기)사용하여 맨홀 작업 전 환기 실시,C1
163,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,감전,공동구 케이블트레이 누설 전류에 의한 감전 사고 발생,C3,"검전기 활용 누설전류 측정 후 작업, 활선 경보기 착용",C1
164,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,부딪힘,어두운 공동구 작업 중 돌출물에 의한 충돌 위험,C2,작업 중 조도 확보 및 돌출물 사전 확인,C1
165,SKO,선로,실외,밀폐공간 작업(터널/지하철 등 미 환기시설 대상),S등급,떨어짐,공동구 작업 중 돌출물에 의한 충돌 위험,C3,비상 사태 대비 조명 지급 및 무전기 지급 신호 연락 철저,C1
166,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,떨어짐,전원케이블/배관 인양/포설 시 근로자 추락위험,C3,"추락방지 안전구역 설정, 생명줄 설치/안전고리 체결",C1
167,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,흩날림,전원케이블/배관 작업시 드릴작업으로 분진/파쇄석 위험,C3,"드릴작업에 따른 분진 방지마개 활용, 방진마스크, 보안경 착용",C1
168,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,절단/배임/찔림,"전원케이블/배관 포설, 포박작업시 손베임 발생",C1,"불안전한 행동에 관한 안전 교육 시행, 안전보호구 착용, 구급함 비치",C1
169,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,맞음,"작업 공구떨어트림, 공구 부딪힘(얼굴등)",C1,"공.도구 낙하방지 조임줄 사용, 상.하 동시작업 금지",C1
170,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,넘어짐,작업시 근로자 넘어짐에 따른 부상,C1,"안전화착용(미끄럼방지등), 겨울철 결빙시는 친환경 제설제 살포 후 안전작업",C1
171,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,감전,전원함 누전으로 인한 감전 발생 위험,C3,절연 장갑 및 절연 안전용품으로 인한 누전 방지,C1
172,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,감전,활선 작업으로 인한 감전 위험,C1,"절연장갑, 절연소매 등 안전보호구 착용 후 작업에 임하기, 사전 정전작업 실시",C1
173,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,감전,AC 분전반(전원함) 내 부스바 인출 시 쇼트 발생,C2,차단기 OFF 확인 후 테스터기 측정하여 정전 확인하여 작업 시작,C1
174,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,감전,차단기교체시 전원인가된 전원선으로 인한 감전상황 발생,C2,"절연보호구(절연장갑, 절연소매 등) 착용, 작업 전 정전 확인, 개인안전보호구 착용",C1
175,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,떨어짐,전원케이블/배관 인양/포설 시 근로자 추락위험,C2,"추락방지 안전구역 설정, 생명줄 설치/안전고리 체결",C1
176,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,화학물질 누출/접촉,"유류 및 부동액 사용 중 노출, 유증기 흡입 위험",C3,"MSDS 배치 및 교육 시행 / 피부접촉, 또는 흡입 시 응급조치 요령 사전 습득",C1
177,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,감전,메인 분전함 전원선 연결시 감전 위험,C1,"노출된 충전부(부근) 작업 전 전로 차단(절연소매,절연복,절연장갑 등)",C1
178,SKO,기지국/중계기/선로/교환사옥,실내/실외,"전기작업(7,000V 초과 특고압선 2.5m 이내)",S등급,감전,배전반 작업 시 보호구 미착용에 의한 감전 발생 위험,C1,작업 전 TBM 시행시 근로자 절연보호구 착용상태 점검,C1
